iShares Russell 1000 ETF
Fund Holdings as of,"Mar 27, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"120,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","5,802,012.79","0.01","5,802,012.79","363,307.00","15.97","United States","NYSE","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","5,791,105.41","0.01","5,791,105.41","23,521.00","246.21","United States","NYSE","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","5,780,000.00","0.01","5,780,000.00","5,780,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"ATR","APTARGROUP INC","Materials","Equity","5,771,224.91","0.01","5,771,224.91","47,309.00","121.99","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","5,756,891.45","0.01","5,756,891.45","112,991.00","50.95","United States","NASDAQ","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","5,746,333.95","0.01","5,746,333.95","32,445.00","177.11","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,739,258.37","0.01","5,739,258.37","156,511.00","36.67","United States","NYSE","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","5,726,370.37","0.01","5,726,370.37","76,957.00","74.41","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","5,724,210.43","0.01","5,724,210.43","111,301.00","51.43","United States","NYSE","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","5,708,326.36","0.01","5,708,326.36","158,741.00","35.96","United States","NYSE","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","5,701,249.89","0.01","5,701,249.89","17,107.00","333.27","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","5,696,484.14","0.01","5,696,484.14","145,802.00","39.07","Germany","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,694,350.00","0.01","5,694,350.00","227,774.00","25.00","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","5,667,728.26","0.01","5,667,728.26","106,177.00","53.38","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","5,661,812.94","0.01","5,661,812.94","34,477.00","164.22","United States","NYSE","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","5,643,410.85","0.01","5,643,410.85","28,567.00","197.55","United States","NYSE","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,625,262.80","0.01","5,625,262.80","210,684.00","26.70","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","5,613,749.28","0.01","5,613,749.28","121,932.00","46.04","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","5,587,908.78","0.01","5,587,908.78","240,962.00","23.19","United States","NYSE","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","5,590,688.74","0.01","5,590,688.74","187,733.00","29.78","United States","NASDAQ","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,581,975.00","0.01","5,581,975.00","41,750.00","133.70","United States","NYSE","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,541,825.78","0.01","5,541,825.78","132,137.00","41.94","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","5,518,873.00","0.01","5,518,873.00","34,675.00","159.16","United States","NYSE","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,506,220.79","0.01","5,506,220.79","55,669.00","98.91","United States","NYSE","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","5,497,196.28","0.01","5,497,196.28","72,599.00","75.72","United States","NASDAQ","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","5,499,014.67","0.01","5,499,014.67","72,999.00","75.33","Sweden","NASDAQ","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","5,476,201.50","0.01","5,476,201.50","83,670.00","65.45","United States","NYSE","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","5,470,113.87","0.01","5,470,113.87","168,363.00","32.49","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","5,469,742.08","0.01","5,469,742.08","13,952.00","392.04","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,439,852.32","0.01","5,439,852.32","186,424.00","29.18","United States","NASDAQ","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","5,411,187.60","0.01","5,411,187.60","42,474.00","127.40","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,380,678.80","0.01","5,380,678.80","74,628.00","72.10","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","5,380,701.12","0.01","5,380,701.12","161,292.00","33.36","United States","NYSE","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,382,241.20","0.01","5,382,241.20","69,538.00","77.40","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","5,376,924.63","0.01","5,376,924.63","27,111.00","198.33","United States","NYSE","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","5,368,041.00","0.01","5,368,041.00","38,619.00","139.00","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","5,346,358.93","0.01","5,346,358.93","39,547.00","135.19","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","5,344,562.88","0.01","5,344,562.88","70,864.00","75.42","United States","NYSE","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","5,344,632.60","0.01","5,344,632.60","19,870.00","268.98","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","5,333,167.40","0.01","5,333,167.40","37,972.00","140.45","United States","NYSE","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","5,321,234.16","0.01","5,321,234.16","340,668.00","15.62","United States","NYSE","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","5,314,038.54","0.01","5,314,038.54","38,058.00","139.63","United States","NYSE","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,302,836.56","0.01","5,302,836.56","39,538.00","134.12","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,290,428.08","0.01","5,290,428.08","82,124.00","64.42","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,285,613.28","0.01","5,285,613.28","145,529.00","36.32","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","5,276,072.48","0.01","5,276,072.48","265,396.00","19.88","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,269,628.00","0.01","5,269,628.00","121,420.00","43.40","United States","NYSE","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","5,261,999.40","0.01","5,261,999.40","101,583.00","51.80","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","5,252,081.25","0.01","5,252,081.25","54,375.00","96.59","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","5,230,700.94","0.01","5,230,700.94","175,881.00","29.74","United States","NASDAQ","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","5,217,675.32","0.01","5,217,675.32","36,388.00","143.39","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,157,894.96","0.01","5,157,894.96","45,432.00","113.53","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","5,160,529.20","0.01","5,160,529.20","76,114.00","67.80","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,141,779.20","0.01","5,141,779.20","290,496.00","17.70","Brazil","NASDAQ","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,142,997.92","0.01","5,142,997.92","89,944.00","57.18","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","5,119,936.32","0.01","5,119,936.32","79,601.00","64.32","United States","NASDAQ","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","5,100,498.80","0.01","5,100,498.80","82,760.00","61.63","United States","NASDAQ","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,086,413.89","0.01","5,086,413.89","15,541.00","327.29","United States","NYSE","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,085,533.82","0.01","5,085,533.82","45,362.00","112.11","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,071,605.60","0.01","5,071,605.60","30,120.00","168.38","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","5,068,905.44","0.01","5,068,905.44","156,496.00","32.39","United States","NYSE","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","4,953,644.82","0.01","4,953,644.82","30,546.00","162.17","United States","NYSE","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","4,931,239.14","0.01","4,931,239.14","51,426.00","95.89","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","4,905,651.24","0.01","4,905,651.24","77,364.00","63.41","United States","NYSE","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","4,882,878.00","0.01","4,882,878.00","68,292.00","71.50","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","4,860,731.98","0.01","4,860,731.98","36,266.00","134.03","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","4,854,994.20","0.01","4,854,994.20","89,460.00","54.27","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","4,848,477.80","0.01","4,848,477.80","470,726.00","10.30","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,797,060.45","0.01","4,797,060.45","207,935.00","23.07","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","4,774,887.45","0.01","4,774,887.45","132,305.00","36.09","United States","NYSE","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,756,773.60","0.01","4,756,773.60","73,407.00","64.80","United States","NYSE","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,700,499.30","0.01","4,700,499.30","91,485.00","51.38","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","4,672,774.88","0.01","4,672,774.88","23,512.00","198.74","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","4,674,944.88","0.01","4,674,944.88","115,602.00","40.44","United States","NASDAQ","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","4,669,078.05","0.01","4,669,078.05","60,363.00","77.35","United States","NASDAQ","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","4,539,135.40","0.01","4,539,135.40","68,567.00","66.20","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,511,417.57","0.01","4,511,417.57","93,851.00","48.07","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,474,015.56","0.01","4,474,015.56","56,362.00","79.38","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,465,820.98","0.01","4,465,820.98","27,023.00","165.26","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,461,176.52","0.01","4,461,176.52","109,182.00","40.86","United States","NYSE","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,457,827.44","0.01","4,457,827.44","27,162.00","164.12","United States","NASDAQ","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,412,753.64","0.01","4,412,753.64","37,314.00","118.26","United States","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","4,397,936.75","0.01","4,397,936.75","226,115.00","19.45","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","4,387,410.00","0.01","4,387,410.00","59,450.00","73.80","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","4,380,415.04","0.01","4,380,415.04","122,632.00","35.72","United States","NASDAQ","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","4,369,689.73","0.01","4,369,689.73","33,971.00","128.63","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","4,359,855.50","0.01","4,359,855.50","191,642.00","22.75","United States","NYSE","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","4,358,800.68","0.01","4,358,800.68","95,316.00","45.73","United States","NYSE","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","4,335,082.25","0.01","4,335,082.25","108,785.00","39.85","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,334,264.82","0.01","4,334,264.82","25,589.00","169.38","United States","NYSE","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","4,325,102.39","0.01","4,325,102.39","36,869.00","117.31","United States","NYSE","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","4,321,013.43","0.01","4,321,013.43","212,753.00","20.31","United States","NYSE","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","4,316,643.44","0.01","4,316,643.44","165,262.00","26.12","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","4,307,925.06","0.01","4,307,925.06","36,801.00","117.06","United States","NYSE","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","4,301,674.14","0.01","4,301,674.14","252,002.00","17.07","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","4,299,664.32","0.01","4,299,664.32","44,072.00","97.56","United States","NYSE","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,289,617.15","0.01","4,289,617.15","54,005.00","79.43","United States","NYSE","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","4,286,940.00","0.01","4,286,940.00","102,070.00","42.00","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,276,133.28","0.01","4,276,133.28","23,454.00","182.32","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","4,271,551.46","0.01","4,271,551.46","20,042.00","213.13","United States","NASDAQ","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,264,365.16","0.01","4,264,365.16","124,762.00","34.18","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,264,679.95","0.01","4,264,679.95","82,729.00","51.55","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","4,257,399.55","0.01","4,257,399.55","16,999.00","250.45","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,246,700.64","0.01","4,246,700.64","64,974.00","65.36","United States","NYSE","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,235,905.74","0.01","4,235,905.74","32,469.00","130.46","United States","NYSE","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,189,746.28","0.01","4,189,746.28","258,946.00","16.18","United States","NYSE","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,181,715.86","0.01","4,181,715.86","114,317.00","36.58","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,166,836.80","0.01","4,166,836.80","29,280.00","142.31","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,158,232.65","0.01","4,158,232.65","154,869.00","26.85","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","4,154,741.02","0.01","4,154,741.02","163,187.00","25.46","United States","NYSE","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,148,762.88","0.01","4,148,762.88","243,472.00","17.04","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","4,133,620.00","0.01","4,133,620.00","252,050.00","16.40","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","4,118,708.24","0.01","4,118,708.24","37,402.00","110.12","United States","NASDAQ","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,113,964.64","0.01","4,113,964.64","82,876.00","49.64","United States","NYSE","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,052,040.90","0.01","4,052,040.90","163,785.00","24.74","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,032,433.04","0.01","4,032,433.04","156,782.00","25.72","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,033,728.36","0.01","4,033,728.36","68,988.00","58.47","United States","NYSE","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","4,026,755.20","0.01","4,026,755.20","96,797.00","41.60","United States","NYSE","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,018,532.32","0.01","4,018,532.32","78,733.00","51.04","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","3,990,810.78","0.01","3,990,810.78","180,498.00","22.11","United States","NYSE","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,974,981.92","0.01","3,974,981.92","25,396.00","156.52","United States","NASDAQ","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","3,963,241.68","0.01","3,963,241.68","116,772.00","33.94","United States","NASDAQ","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","3,964,327.92","0.01","3,964,327.92","48,654.00","81.48","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","3,943,692.90","0.01","3,943,692.90","88,722.00","44.45","United States","NASDAQ","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","3,927,920.35","0.01","3,927,920.35","233,111.00","16.85","United States","NYSE","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","3,905,077.56","0.01","3,905,077.56","46,203.00","84.52","United States","NASDAQ","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,886,237.52","0.01","3,886,237.52","111,802.00","34.76","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,873,722.12","0.01","3,873,722.12","25,084.00","154.43","United States","NYSE","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","3,843,193.97","0.01","3,843,193.97","82,313.00","46.69","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","3,830,787.48","0.01","3,830,787.48","433,347.00","8.84","United States","NYSE","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","3,808,852.44","0.01","3,808,852.44","42,681.00","89.24","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,805,531.74","0.01","3,805,531.74","71,546.00","53.19","United States","NYSE","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,787,460.95","0.01","3,787,460.95","25,669.00","147.55","United States","NYSE","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","3,776,267.46","0.01","3,776,267.46","22,169.00","170.34","United States","NYSE","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","3,776,785.10","0.01","3,776,785.10","75,130.00","50.27","United States","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,774,229.25","0.01","3,774,229.25","146,005.00","25.85","United States","NASDAQ","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,765,871.20","0.01","3,765,871.20","19,565.00","192.48","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","3,761,586.94","0.01","3,761,586.94","87,601.00","42.94","United States","NASDAQ","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,729,593.00","0.01","3,729,593.00","94,780.00","39.35","Canada","NYSE","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","3,730,130.80","0.01","3,730,130.80","10,120.00","368.59","United States","NYSE","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","3,701,114.12","0.01","3,701,114.12","40,414.00","91.58","United States","NYSE","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,687,544.38","0.01","3,687,544.38","31,729.00","116.22","United States","NYSE","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,678,792.88","0.01","3,678,792.88","1,708.00","2,153.86","United States","NYSE","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,679,071.57","0.01","3,679,071.57","104,787.00","35.11","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","3,648,163.38","0.01","3,648,163.38","283,683.00","12.86","United States","NASDAQ","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC","Communication","Equity","3,643,479.48","0.01","3,643,479.48","102,836.00","35.43","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,638,899.40","0.01","3,638,899.40","13,711.00","265.40","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,602,479.20","0.01","3,602,479.20","165,860.00","21.72","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","3,596,965.40","0.01","3,596,965.40","91,994.00","39.10","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,584,529.88","0.01","3,584,529.88","37,238.00","96.26","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","3,555,822.20","0.01","3,555,822.20","11,428.00","311.15","United States","NYSE","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,550,640.72","0.01","3,550,640.72","93,833.00","37.84","United States","NASDAQ","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,502,274.51","0.01","3,502,274.51","100,669.00","34.79","United States","NYSE","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,486,539.28","0.01","3,486,539.28","78,314.00","44.52","United States","NASDAQ","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","3,474,719.43","0.01","3,474,719.43","468,923.00","7.41","United States","NYSE","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,450,830.76","0.01","3,450,830.76","192,354.00","17.94","United States","NYSE","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,439,671.51","0.01","3,439,671.51","57,587.00","59.73","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,440,556.00","0.01","3,440,556.00","92,988.00","37.00","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","3,427,938.88","0.01","3,427,938.88","832,024.00","4.12","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,384,888.32","0.01","3,384,888.32","60,101.00","56.32","United States","NYSE","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,365,876.82","0.01","3,365,876.82","34,607.00","97.26","United States","NASDAQ","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","3,354,045.84","0.01","3,354,045.84","112,401.00","29.84","United States","NASDAQ","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","3,349,684.69","0.01","3,349,684.69","87,757.00","38.17","United States","NYSE","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,342,863.60","0.01","3,342,863.60","365,740.00","9.14","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,331,077.12","0.01","3,331,077.12","105,984.00","31.43","United States","NYSE","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,328,617.50","0.01","3,328,617.50","182,390.00","18.25","United States","NYSE","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,320,694.30","0.01","3,320,694.30","34,699.00","95.70","United States","NYSE","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,308,924.64","0.01","3,308,924.64","41,279.00","80.16","United States","NYSE","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","3,295,966.86","0.01","3,295,966.86","31,274.00","105.39","United States","NASDAQ","USD","1.00","USD","-"
